"ID";"Questao";"Área"
"97";"TEXTO 1
As mariposas (fragmento)
Adoniran Barbosa
As mariposa, quando chega o frio
Fica dando volta em volta da lâmpida pra se esquentá. [sic]
TEXTO 2
Por que as mariposas são tão atraídas por luzes fortes?
As mariposas se aproximam das lâmpadas atraídas pela luz,
pois, sendo basicamente criaturas noturnas, estão adaptadas
a seguir o brilho da lua, em um processo conhecido como
orientação transversal. Assim, o que o sambista Adoniran
Barbosa, no Texto 1, descreve não é a causa, mas sim uma das
consequências possíveis dessa aproximação. De fato, o calor
gerado pelas lâmpadas, sobretudo as incandescentes, pode
aquecer as mariposas.
Nesse contexto, o processo de transferência de calor para as
mariposas que independe da presença de fluidos é a
A reflexão.
B refração.
C irradiação.
D dispersão.
E convecção.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"98";"Os sapinhos-ponta-de-flecha constituem um grupo de
espécies encontradas na América Central e do Sul. Seus venenos
são obtidos por meio do consumo de algumas formigas e cupins
que se alimentam de plantas que contêm esses venenos. Esses
anfíbios são usados para envenenar as flechas das zarabatanas
dos caçadores nativos. Quando capturados e criados em
condições artificiais, ou quando nascidos em cativeiro, não
são tóxicos.
A perda da capacidade de se obter a toxina nos nascidos em
cativeiro é causada pela
A diferença de umidade entre os ambientes.
B ausência de alimentação natural.
C adaptação ao novo ambiente.
D mudança de comportamento.
E variabilidade genética.
ENEM
M2025";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"99";"A produção de vacinas exige uma sequência de procedimentos,
além do cumprimento estrito de verificações de segurança.
No esquema, estão demonstradas as etapas básicas realizadas
para a fabricação de uma vacina utilizando a tecnologia tradicional
e o efeito dela no organismo.
Descrição do esquema: Esquema representando as etapas
básicas para a fabricação de uma vacina e o efeito dela no
organismo, a partir de uma cultura de células infectadas com
vírus, observadas ao microscópio.
1. Isolamento dos vírus;
2. Inativação dos vírus pelo calor ou por ação química;
3. Aplicação da vacina no organismo humano;
4. Vírus inativos ligados a uma substância em formato de Y,
com duas cadeias.
O antígeno utilizado na vacina causa um efeito protetor contra
o vírus porque
A mata o vírus pela ligação.
B aglutina o vírus por associação.
C contém imunoglobulinas de defesa.
D induz a produção de proteínas neutralizadoras.
E mantém a quantidade de anticorpos preexistentes.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"100";"O capim-gordura e as invasões no Cerrado brasileiro
O bioma Cerrado é caracterizado por apresentar ampla e
natural diversidade de espécies vegetais. Nos últimos tempos,
o homem vem modificando esse cenário pela inserção de
plantas exóticas nesse ambiente. Exemplo disso é o cultivo do
capim-gordura, nativo do continente africano e utilizado nesse
tipo de ecossistema como forma de pastagem. É importante
ressaltar que essa espécie vegetal é capaz de se espalhar por
grandes áreas, devido à sua agressividade e poder competitivo.
Em longo prazo, essa ação do homem pode gerar qual
consequência?
A Diversificar nichos ecológicos.
B Assorear as nascentes do bioma.
C Dificultar a infiltração de água na terra.
D Diminuir as espécies nativas do bioma.
E Contribuir com a redução das queimadas.
M2025
11 | LARANJA | LEDOR 3
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"101";"A figura apresenta a herança genética de uma característic
Descrição da figura: A figura apresenta dois pares de insetos.
geração. Nos parentais, o macho apresenta padrão de quatro
centro do corpo. Na primeira geração, macho e fêmea apresen
Qual alternativa representa a proporção fenotípica da prole res
Descrição das alternativas: Em todas as alternativas, há quatr
A Descrição da figura: Quatro indivíduos com padrão de qu
B Descrição da figura: Quatro indivíduos com padrão de um
C Descrição da figura: Quatro indivíduos com padrão de qu
D Descrição da figura: Dois indivíduos com padrão de quat
E Descrição da figura: Um indivíduo com padrão de quatr
com padrão de quatro bolinhas mais um traço vertical ce
ENEN2
4 CIÊNCIAS DA NATUREZ
M2025
ca a partir do cruzamento de insetos de uma mesma espécie.
. O primeiro par representa os parentais. O segundo, a primeira
o bolinhas no corpo, e a fêmea, padrão de um traço vertical no
ntam padrão de quatro bolinhas mais traço vertical central.
sultante do cruzamento entre indivíduos da primeira geração?
ro figuras com indivíduos machos e fêmeas.
uatro bolinhas.
m traço vertical central.
uatro bolinhas mais um traço vertical central.
tro bolinhas e dois com padrão de um traço vertical central.
ro bolinhas, um com padrão de um traço vertical central e dois
entral.
2025
ZA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"102";"Para transportar uma caixa do primeiro para o segundo piso de uma construção, um trabalhador precisará arrasta-lá
sobre um plano inclinado. O trabalhador começa a arrastar a caixa no primeiro priso, exercendo sobre ela uma força de grande
intensidade, paralela ao seu deslocamento. Na medida em que a caixa sobe o plano inclinado, ele decide reduzir a força sobre
ela, arrastando-a lentamente até chegar ao segundo piso. Considere que a caixa permanece em movimento nos encontros dos
pisos com o plano inclinado, e que a rugosidade entre as superfícies permanece a mesma durante todo o percurso.
O comportamento da força de atrito entre a caixa e o chão no plano inclinado é representado em:
Descrição das alternativas: Gráficos com a força de atrito no eixo vertical e o tempo no eixo horizontal.
A Descrição do gráfico: A força de atrito inicia em um valor diferente de zero, diminui linearmente, aumenta linearmente
e fica constante.
B Descrição do gráfico: A força de atrito inicia em um valor diferente de zero, aumenta linearmente, diminui linearmente
e fica constante.
C Descrição do gráfico: A força de atrito é constante em um valor diferente de zero.
D Descrição do gráfico: A força de atrito inicia em um valor constante diferente de zero e diminui linearmente a partir de
um certo tempo.
E Descrição do gráfico: A força de atrito inicia em um valor diferente de zero, aumenta linearmente e diminui linearmente.
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"103";"Óleo da castanha de caju
O fruto do cajueiro é um aquênio repleto de um líquido
escuro, quase preto, cáustico e inflamável. Esse líquido da
casca da castanha do caju (LCC) representa aproximadamente
25 por cento da massa da castanha e é um subproduto de
agronegócio do caju. Quando submetido a altas temperaturas, o
ácido anacárdico presente no LCC é convertido a cardanol, que
recebe a denominação de LCC técnico, conforme o esquema:
Descrição do esquema: Esquema de reação química em
que o ácido anacárdico é constituído por um anel aromático
com três substituições. O carbono localizado na posição 1
do anel realiza ligação simples com outro carbono, que, por
sua vez, realiza ligação dupla com o O e ligação simples com o
grupo OH. O carbono localizado na posição 2 do anel realiza
ligação simples com o grupo OH. O carbono localizado na
posição 6 do anel realiza ligação simples com o grupo C H .
15 31
Esse ácido, quando aquecido a uma temperatura de 180 a
200 graus Celsius, produz CO e cardanol, que é constituído
2
por um anel aromático com duas substituições. O carbono
localizado na posição 1 do anel realiza ligação simples com o
grupo OH. O carbono localizado na posição 3 do anel realiza
ligação simples com o grupo C H .
15 31
O LCC técnico é produzido por meio de uma reação orgânica
do tipo
A hidrólise.
B fenilação.
C esterificação.
D hidrogenação.
E descarboxilação.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"104";"A química nuclear é uma importante ferramenta
na produção de substâncias utilizadas na área da saúde
humana. A radiação emitida pelo cobalto-60 é utilizada na
medicina como ferramenta de diagnóstico e no tratamento
do câncer. No entanto, esse radioisótopo tem um tempo de
armazenamento limitado, pois seu tempo de meia-vida é
de 5,3 anos. Considere um frasco com uma amostra contendo
2,00 miligramas de cobalto-60, armazenado durante um
período de 26,5 anos.
A massa de cobalto-60, em miligrama, que restará ao final
desse tempo é mais próxima de
A 2,00 miligramas.
B 1,00 miligrama.
C 0,40 miligrama.
D 0,13 miligrama.
E 0,06 miligrama.
ENEN2
6 CIÊNCIAS DA NATUREZ
M2025";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"105";"O esquema apresenta as etapas do processo de biodigestão,
uma forma de dar um destino sustentável a excrementos animais
e restos de comida produzidos em áreas de criação de gado e
porcos confinados.
Descrição da figura: Esquematizada em etapas, a figura
apresenta uma vaca e um porco, próximos do alimentador
de um biodigestor. O alimentador está ligado por um tubo ao
biodigestor, composto por um tanque vedado com uma saída
de gases no topo, e outra saída, de sobras, na base.
Etapa 1: Excrementos animais e restos de alimentos são
misturados com água no alimentador do biodigestor.
Etapa 2: Dentro do biodigestor, a ação das bactérias decompõe
os resíduos, transformando-os em gás metano e adubo.
Do biodigestor partem as etapas 3 e 4.
Etapa 3: O gás metano pode ser encanado para alimentar um
gerador ou aquecedor.
Etapa 4: As sobras servem como fertilizante.
Dar destino sustentável às sobras, conforme apresentado na
etapa 4, ajuda a evitar a
A bioacumulação de toxinas em plantas.
B eutrofização dos corpos de água.
C destruição da camada de ozônio.
D ocorrência de inversão térmica.
E produção de chuva ácida.
2025
ZA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"106";"entendendo a biotecnologia
Golden Rice, ou arroz dourado, é uma variedade de arroz
enriquecida em betacaroteno, precursor da vitamina A.
Foi desenvolvida para ajudar a combater a doença decorrente
da deficiência dessa vitamina. Para a obtenção dessa variedade
de arroz, foram utilizados métodos de engenharia genética.
Esse alimento contribui para diminuir a carência associada a
qual doença?
A Hemofilia.
B Escorbuto.
C Raquitismo.
D Cegueira noturna.
E Anemia perniciosa.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"107";"As usinas termonucleares são aquelas que produzem energia
elétrica a partir da geração de energia térmica proveniente das
reações nucleares. Normalmente, essas usinas funcionam por
meio de dois circuitos, denominados circuito primário (vaso de
pressão, pressurizador e bomba) e circuito secundário (gerador
de vapor, turbina, condensador, tanque de alimentação e
bombas), além de um sistema de água de refrigeração, formado
por uma bomba ligada a uma fonte hídrica natural.
Descrição da figura: Representação da usina termonuclear
descrita no texto.
Durante a operação da usina, se o sistema de água de
refrigeração funcionar de forma ineficiente pode causar poluição
térmica, comprometendo a vida no ecossistema aquático.
Para o ecossistema aquático, a ineficiência do sistema de água
de refrigeração tem como consequência a
A diminuição do pH.
B liberação de gases poluentes.
C contaminação por combustíveis.
D liberação de elementos radioativos.
E diminuição da solubilidade do gás oxigênio.
ENEM
M2025";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"108";"No início do século 20, as fórmulas das substâncias eram
representadas de modo diferente do atual. A figura apresenta
uma fotografia bem antiga (1909) que registra uma aula de
química ministrada em um colégio em Santos (SP). Um olhar
mais atento permite identificar como os compostos químicos
eram representados.
Descrição das figuras: Foto antiga, em preto e branco, de
um grupo de alunos e dois professores em uma sala de aula.
Destaque para as equações químicas escritas na lousa, com
todos os indíces sobrescritos:
AzO mais O igual a AzO2
SO2 mais H2O igual a H2SO3
2 H2SO3 mais O2 igual a 2 H2SO4
2 HCll mais MgO2H2 igual a MgCll 2 mais 2 H2O
O nitrogênio era chamado de azoto e representado pelo
símbolo Az. Vê-se na lousa a equação representativa da adição
do oxigênio atômico (O) ao monóxido de nitrogênio (AzO)
com a formação de dióxido de nitrogênio (AzO 2 sobrescrito).
Analogamente, o nitrato de sódio era representado por
NaAzO 3 sobrescrito.
Em 1909, as representações das substâncias ácido nítrico e
cloreto de cálcio, tendo por base essas informações e seguindo
a mesma lógica, seriam, respectivamente:
Descrição das alternativas: Representações de substâncias, com
todos os índices sobrescritos.
A HAzO3 e CaCll 2
B HAz3O e Ca2Cll
C H3AzO4 e CaCll
D HAz3O e KCll 2
E HAzO2 e KCll
M2025
11 | LARANJA | LEDOR 7
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"109";"A Figura 1 apresenta o esquema de um tubo de imagem em que
um filamento, na posição A, libera elétrons por efeito termiônico.
Esses elétrons formam um feixe estreito, que é acelerado por
campos elétricos em direção à parte interna da tela. Nesse
caminho, o feixe de elétrons passa por outro campo elétrico, na
região B, atingindo, em seguida, a parte interna da tela do tubo,
a qual é recoberta por um material que emite luz ao receber o
impacto dos elétrons.
Descrição do esquema da Figura 1: A figura apresenta um tubo
de imagem na horizontal, com um filamento centralizado em
sua extremidade esquerda, na posição A. Deste, parte um feixe
de elétrons horizontal que passa pela região B e, em seguida,
parte em direção a uma tela. A tela apresenta cinco pontos,
posicionados da seguinte forma: ponto 1, acima; ponto 2, abaixo;
ponto 3, à direita; ponto 4, à esquerda; e ponto 5, no centro.
Na Figura 2, a carga negativa representa o feixe de elétrons
que é acelerado e, posteriormente, atinge um ponto da tela.
O campo elétrico na região B apresenta a seguinte configuração:
Descrição do esquema da Figura 2: A figura apresenta
um esquema ampliado da região B, onde a carga elétrica
negativa se movimenta perpendicularmente a um campo
elétrico E vetorial, entre duas placas paralelas. Os vetores
E são representados por setas igualmente espaçadas, que
apontam para cima. A carga negativa está à esquerda, com o
vetor v apontando para a direita.
Figura 2
Nessa situação, qual ponto da tela será atingido pelo feixe de
elétrons?
A 1
B 2
C 3
D 4
E 5
ENEN2
8 CIÊNCIAS DA NATUREZ
M2025";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"110";"A tirinha ilustra um processo físico em que uma onda sonora,
produzida pela Mônica, causa a quebra das taças de cristal.
O fenômeno ondulatório que provoca a quebra das taças só é
possível em razão de uma característica da voz produzida pela
Mônica naquele momento, que, diferentemente do que sugere
a tirinha, não está relacionada à sua intensidade.
Descrição da tirinha: Tirinha, de Maurício de Sousa, na qual
Mônica, Cebolinha e outro personagem estão de frente para
um balcão. O outro personagem apresenta as lentes dos
óculos trincadas e olha para sua taça, que está quebrada.
Atrás dele, há uma janela com a vidraça trincada. Do outro
lado do balcão, um garçom segura uma bandeja com duas
taças quebradas. Mônica grita para Cebolinha: “E QUEM ESTÁ
GRITANDO MUITO?”.
Esse fenômeno e a característica associada à voz da Mônica
são, respectivamente,
A reflexão e comprimento de onda.
B ressonância e frequência.
C interferência e velocidade.
D ressonância e timbre.
E reflexão e amplitude.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"111";"Sequestro de carbono: possibilidade de aplicação em
áreas de preservação permanente e reserva legal
Na década de 1970, a preocupação com a poluição ambiental
estava restrita a eventos locais. Entretanto, isso muda a partir dos
anos 1990, principalmente em relação à poluição atmosférica, que
não respeita barreiras geográficas. Surgem então os compromissos
de países com as chamadas políticas de compensação, que
permitem que ações de preservação possam ser desenvolvidas
como contrapartida à destruição ambiental em outro local, muitas
vezes distante da área impactada. Essas ações passaram a ser
valoradas como uma moeda de troca, os chamados créditos de
carbono, comercializáveis na bolsa de valores. Os defensores
dessa política afirmam que um ecossistema não tem fronteira
e o que importa é a redução da degradação ambiental global.
Para um ecossistema específico, o problema associado à
contrapartida mencionada é a limitação do(a)
A cooperação entre os países.
B reparação do dano causado.
C desenvolvimento econômico.
D ocorrência de degradação local.
E comércio dos créditos de carbono.
2025
ZA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"112";"Manual de referência e instalação: sensor de barreira ativo
A figura ilustra as informações contidas no manual de um
sistema de alarme que utiliza transmissores e receptores de
radiação eletromagnética para a detecção de movimento.
O receptor é regulado pelo tempo de resposta, que corresponde ao
intervalo de tempo necessário para o corpo do invasor atravessar
completamente o feixe, de diâmetro d igual a 15 centímetros.
Considere que a menor porção do corpo de um invasor é a
sua posição de perfil, cuja espessura típica é 20 centímetros.
São indicados cinco possíveis movimentos de um invasor e suas
velocidades típicas, que devem ser observadas para a escolha
do tempo de resposta.
Descrição das figuras: Ilustração do transmissor e do
receptor com um feixe de diâmetro d. Abaixo, uma pessoa
sobe em um muro com velocidade igual a 0,5 metro por
segundo. À direita, uma pessoa desce do muro com
velocidade igual a 0,7 metro por segundo. Ao lado dela,
uma pessoa caminha com velocidade igual a 1 metro por
segundo. Em seguida, outra pessoa caminha com velocidade
igual a 2 metros por segundo e, por fim, uma pessoa corre
com velocidade igual a 5 metros por segundo.
Nesse sistema, o menor tempo de resposta, em milissegundo,
que garante a detecção de um possível invasor é mais próximo de
A 30 milissegundos.
B 70 milissegundos.
C 300 milissegundos.
D 400 milissegundos.
E 700 milissegundos.
ENEM
M2025";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"113";"A dimetilamina é uma substância de elevada toxidez que
entra em ebulição a 7 graus Celsius. Na madrugada de um dia frio,
essa substância se espalhou por uma rodovia após um acidente
de trânsito envolvendo um caminhão que transportava esse
produto. Para minimizar a agressão ao meio ambiente, bem
como evitar a evaporação da dimetilamina com a elevação da
temperatura ao longo do dia, um químico considerou o uso de
algumas substâncias ou misturas como água, vinagre, óleo
de soja, sal de cozinha e bicarbonato de sódio.
Dentre as opções apresentadas, o tratamento correto para
minimizar esse problema é usar
A água.
B vinagre.
C óleo de soja.
D sal de cozinha.
E bicarbonato de sódio.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"114";"Fogões de indução
O aquecimento em fogões por indução utiliza bobinas
para produzir um campo magnético variável. Essa bobina se
localiza abaixo do vidro cerâmico sobre o qual a panela se apoia.
O mecanismo aquece apenas a panela que se encontra na zona
de cozimento, o que é uma das principais vantagens em relação
ao uso do fogão a gás ou de resistência elétrica.
Descrição da figura: Representação do mecanismo descrito
no texto.
O uso do campo magnético variável tem a finalidade de
A imantar o material da panela por indução.
B movimentar os átomos de ferro concentrados no fundo da panela.
C emitir radiação eletromagnética, aquecendo a panela através
do vidro cerâmico.
D induzir corrente elétrica na parte inferior da panela, aquecendo-a
por efeito Joule.
E gerar um fluxo de corrente de convecção no ar contido entre
a região da bobina e o vidro cerâmico.
M2025
11 | LARANJA | LEDOR 9
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"115";"Plantas e algas realizam fotossíntese oxigênica para sín
adenosina (ATP) e nicotinamida adenina dinucleotídeo fosfa
não apresentam cloroplasto e clorofila, mas um pigmento
fotossíntese anoxigênica, um processo de síntese de matéria o
Na fotossíntese oxigênica, qual composto desempenha função
A ATP.
B NADPH.
C Oxigênio.
D Clorofila.
E Água.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"116";"Em sua maioria, os equipamentos eletrônicos domésticos
alimentá-los, uma fonte externa ou embutida transforma a corre
cada equipamento tem suas especificidades, e muitas vezes não
a tensão, a corrente ou a potência elétrica de saída.
Considere um equipamento de resistência elétrica R que fun
C
a única fonte de alimentação disponível fornece uma tensão 2
fonte ao aparelho, a associação de um resistor de proteção R ,
P
A configuração adequada do circuito e o valor do resistor de prot
A Descrição da figura: Figura do circuito no qual as
resistências estão em paralelo e R é igual a 0,2 R .
P C
B Descrição da figura: Figura do circuito no qual as
resistências estão em paralelo e R é igual a 1,2 R .
P C
C Descrição da figura: Figura do circuito no qual as
resistências estão em série e R é igual a 1,2 R .
P C
ENEN2
10 CIÊNCIAS DA NATUREZ
M2025
ntese de matéria orgânica e, para isso, utilizam trifosfato de
ato reduzido (NADPH). Já algumas bactérias fotossintetizantes
denominado bacterioclorofila. Esses procariotos realizam a
orgânica utilizando o gás carbônico (CO ) e o gás sulfídrico (H S).
2 2
análoga à do H S?
2
s demandam baixa potência elétrica em corrente contínua. Para
ente alternada em corrente contínua de baixa tensão. Entretanto,
o é possível simplesmente trocar essas fontes sem levar em conta
nciona corretamente apenas em um dado valor de tensão. Porém,
20 por cento superior à tensão recomendada. Para adaptar essa
, de potência adequada, se faz necessária.
teção, em relação ao valor da resistência do equipamento, são:
D Descrição da figura: Figura do circuito no qual as
resistências estão em série e R é igual a 2,2 R .
P C
E Descrição da figura: Figura do circuito no qual as
resistências estão em série e R é igual a 0,2 R .
P C
2025
ZA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"117";"O Brasil é o maior produtor mundial de nióbio (massa molar
igual a 93 gramas por mol), metal utilizado na fabricação de vários
tipos de aço: automotivos, estruturais e inoxidáveis. O processo
utilizado na produção do nióbio é a redução aluminotérmica de
Nb O com excesso de 10 por cento de All (massa molar igual a
2 5
27 gramas por mol), em relação à quantidade estequiométrica
da reação, representada pela equação química:
Descrição da equação química: Equação na qual os reagentes
3 Nb O (sólido) e 10 All (sólido) formam os produtos
2 5
6 Nb (sólido) e 5 All O (sólido).
2 3
3 Nb O (s) + 10 Al (s) → 6 Nb (s) + 5 Al O (s)
2 5 2 3
Uma engenheira metalúrgica estimou a massa de
alumínio necessária para produzir 9,3 quilogramas de nióbio,
nas condições descritas, para a produção de um lote de peças
de aço encomendado por uma indústria, considerando um
rendimento de 100 por cento.
A massa de alumínio, em quilograma, estimada pela engenheira
é mais próxima de
A 2,7 quilogramas.
B 3,0 quilogramas.
C 4,1 quilogramas.
D 4,5 quilogramas.
E 5,0 quilogramas.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"118";"O nível sonoro, em decibel (dB), é calculado pela expressão:
Descrição da expressão: n igual a 10 logaritmo na base 10,
abre parêntese, Ι sobre Ι zero, fecha parêntese.
(cid:30) I (cid:27)
n(cid:31)10 log (cid:28) (cid:25)
10 (cid:29)I 0(cid:26)
Uma conversa normal entre duas pessoas gera sons de níveis
sonoros entre 50 e 60 decibéis, enquanto pessoas gritando
podem gerar sons de níveis superiores a 100 decibéis. Supondo
que, no centro de um estádio de futebol, foram realizadas
medidas para avaliar o ruído médio de uma pessoa gritando a
palavra “gol” em diferentes posições das arquibancadas. O valor
médio obtido, considerando um grande número de medidas,
foi de 100 decibéis. Com esse dado, estimou-se o ruído sonoro
produzido por 10 000 pessoas, distribuídas aleatoriamente
nas arquibancadas, enquanto gritavam, simultaneamente, a
palavra “gol”.
O valor médio estimado para o ruído produzido por essas
pessoas, na posição central desse estádio hipotético, foi de
A 60 decibéis.
B 104 decibéis.
C 140 decibéis.
D 400 decibéis.
E 800 decibéis.
ENEM
M2025";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"119";"Escurecimento e limpeza de objetos de prata:
um experimento simples e de fácil execução
envolvendo reações de oxidação-redução
Objetos de prata escurecem em contato com compostos
contendo enxofre por causa da formação de uma fina camada
de sulfeto de prata. Um método simples para clarear o objeto
consiste em forrar um recipiente com papel alumínio, adicionar
ao recipiente uma solução aquosa de cloreto de sódio e,
enfim, mergulhar o objeto de prata enegrecido. Em cerca de
três minutos, a prata volta à coloração original. As seguintes
semirreações e os respectivos potenciais-padrão de redução
são úteis para a compreensão dos fenômenos ocorridos.
Descrição das semirreações e seus respectivos
potenciais-padrão de redução:
1. Os reagentes Ag S (sólido) e 2 elétrons formam os
2
produtos 2 Ag (sólido) e S de carga dois menos (aquoso).
Potencial-padrão menos 0,69 volt.
2. Os reagentes O (gasoso), 4 H de carga positiva (aquoso)
2
e 4 elétrons formam o produto 2 H O (líquido).
2
Potencial-padrão mais 1,23 volt.
3. Os reagentes All de carga três mais (aquoso) e 3 elétrons
formam o produto All (sólido). Potencial-padrão menos 1,68 volt.
Ag S (s) + 2 e− → 2 Ag (s) + S2− (aq) −0,69 V
2
O (g) + 4 H+ (aq) + 4 e− → 2 H O (l) +1,23 V
2 2
Al3+ (aq) + 3 e− → Al (s) −1,68 V
Os valores das diferenças de potencial-padrão das reações que
representam o escurecimento e o clareamento do objeto de
prata são, respectivamente:
A +0,54 volt e +2,37 volts.
B +1,92 volt e +0,99 volt.
C −0,15 volt e +5,43 volts.
D +2,61 volts e +1,29 volt.
E +0,15 volt e −1,29 volt.
M2025
11 | LARANJA | LEDOR 11
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"120";"Apaixonada por culinária e química, uma chefe de cozinha
durante o cozimento de um bolo a 180 graus Celsius (453 Kelv
fermento químico suficiente para produzir um volume de gá
bicarbonato de amônio, um composto que, sob aquecimento, d
crescimento da massa. A decomposição do bicarbonato de am
condições do cozimento, seu rendimento é de 80 por cento.
Descrição da equação química: Equação na qual o reagente N
e H O (gasoso).
2
NH HCO (s) → NH
4 3 3
Considere que a mistura dos gases se comporta como gás
Dados: Massa molar do NH HCO igual a 79 gramas por mo
4 3
A massa, em grama, de bicarbonato de amônio que ela deve ut
A 2,3 gramas.
B 3,5 gramas.
C 5,9 gramas.
D 6,8 gramas.
E 8,9 gramas.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"121";"Segundo o princípio da independência dos movimentos, de G
decomposta em duas ou mais componentes perpendiculares entre
como se os outros não existissem. Esse princípio é muito útil para a
Considere um avião que, ao decolar, é instruído pela torre
20 quilômetros a Norte e 1 quilômetro de altitude em relaçã
No entanto, no instante da decolagem, começa a soprar um ve
hora para Leste, 20 quilômetros por hora para Sul e 1 quilômet
Descrição da figura: A figura apresenta um avião posicionado na
Norte-Sul, Leste-Oeste e acima-abaixo. Um vetor v parte da frent
Nesse ponto, há os dizeres: Posição a ser atingida.
Durante a ação do vento, a velocidade v vetorial que o piloto dev
esperada no tempo indicado tem as componentes
A 230 quilômetros por hora para Leste, 180 quilômetros por h
B 230 quilômetros por hora para Leste, 180 quilômetros por h
C 200 quilômetros por hora para Oeste, 200 quilômetros por ho
D 170 quilômetros por hora para Leste, 220 quilômetros por ho
E 170 quilômetros por hora para Leste, 180 quilômetros por ho
ENEN2
12 CIÊNCIAS DA NATUREZ
M2025
calculou que, para promover o crescimento adequado da massa
vin) e 1,00 atmosfera, ela precisaria utilizar uma quantidade de
ás igual a 4,00 litros. Com esse objetivo, ela escolheu utilizar o
degrada-se em três gases distintos, que são os responsáveis pelo
mônio ocorre conforme a equação química apresentada e, nas
NH HCO (sólido) forma os produtos NH (gasoso), CO (gasoso)
4 3 3 2
(g) + CO (g) + H O (g)
2 2
ideal nas condições de cozimento utilizadas pela chefe.
ol e R igual a 0,082 atmosfera vezes litro por mol por Kelvin.
tilizar é mais próxima de
Galileu, sempre que a velocidade resultante de um corpo puder ser
si, cada um desses movimentos poderá ser analisado separadamente
a simplificação de alguns problemas reais, em três dimensões.
a atingir, em 6 minutos, uma posição de 20 quilômetros a Leste,
ão ao ponto de decolagem, conforme a figura (fora de escala).
ento cujo vetor velocidade tem componentes 30 quilômetros por
tro por hora de cima para baixo.
origem de um sistema de três dimensões, definidas pelas direções
te do avião em direção a um ponto, localizado entre Norte e Leste.
ve estabelecer em relação ao ar para que o avião chegue à posição
hora para Sul e 9 quilômetros por hora para baixo.
hora para Norte e 9 quilômetros por hora para cima.
ora para Norte e 10 quilômetros por hora para cima.
ora para Norte e 11 quilômetros por hora para cima.
ora para Norte e 11 quilômetros por hora para cima.
2025
ZA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"122";"Ilhas de ferro estratégicas para a conservação
As cangas são ambientes resultantes da atuação, ao longo
de milhões de anos, de chuvas, enxurradas, calor e ventos em
rochas ricas em ferro. São compostas por até 90 por cento
de óxidos de ferro e contêm solos muito ácidos, rasos, com
reduzidos índices de fertilidade e temperaturas que atingem
quase 70 graus Celsius na superfície. Ao contrário do que se
imagina, esse tipo de ambiente abriga comunidades de plantas e
animais com elevado número de espécies e distribuição restrita.
A seleção adaptativa nesses ambientes favorece a ocorrência
de espécies
A exóticas.
B migratórias.
C endêmicas.
D dominantes.
E generalistas.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
